Transcription Start	Translation Start	Translation Stop	Transcription Stop	Strand	Name	Synonym	Product	Expression 1
4058398	4058407	4060230	4060230	+	typA	b3871	-	668
4058635			4058603	-	-	predicted RNA	antisense: typA	2014
	4060447	4061157		+	yihL	b3872	-	11
	4061165	4062145		+	yihM	b3873	-	8
	4062247	4063512		+	yihN	b3874	-	0
	4064295	4063603		-	ompL	b3875	-	1
	4065766	4064363		-	yihO	b3876	-	2
	4067194	4065809		-	yihP	b3877	-	4
	4069276	4067240		-	yihQ	b3878	-	1
	4070401	4069475		-	yihR	b3879	-	0
	4071756	4070515		-	yihS	b3880	-	6
	4072651	4071773		-	yihT	b3881	-	10
	4073571	4072675		-	yihU	b3882	-	4
	4073739	4074635		+	yihV	b3883	-	19
	4074669	4075454		+	yihW	b3884	-	43
	4075553	4076152		+	yihX	b3885	-	87
	4076146	4077018		+	yihY	b3886	-	69
	4077015	4077452		+	dtd	b3887	-	260
	4077449	4078438		+	yiiD	b3888	-	130
	4079297	4079509		+	yiiE	b3889	-	0
	4079751	4079969		+	yiiF	b3890	-	0
	4081228	4080299		-	fdhE	b3891	-	61
	4081860	4081225		-	fdoI	b3892	-	18
	4082759	4081857		-	fdoH	b3893	-	15
	4085822	4082772		-	fdoG	b3894	-	12
	4086016	4086849		+	fdhD	b3895	-	36
	4087002	4088057		+	yiiG	b3896	-	1
	4089855	4088107		-	frvR	b3897	-	2
	4090925	4089855		-	frvX	b3898	-	3
	4092366	4090915		-	frvB	b3899	-	3
	4092823	4092377		-	frvA	b3900	-	0
	4093438	4093124		-	rhaM	b3901	-	0
	4094272	4093448		-	rhaD	b3902	-	9
	4095982	4094723		-	rhaA	b3903	-	6
	4097448	4095979		-	rhaB	b3904	-	6
	4097736	4098572		+	rhaS	b3905	-	1
	4098646	4099494		+	rhaR	b3906	-	7
	4100525	4099491		-	rhaT	b3907	-	2
	4100810	4101430		+	sodA	b3908	-	4
	4101690	4102673		+	kdgT	b3909	-	1
	4102822	4103496		+	yiiM	b3910	-	68
	4104975	4103602		-	cpxA	b3911	-	113
4105670	4105670	4104972		-	cpxR	b3912	-	235
	4105820	4106320		+	cpxP	b4484	-	10
	4106469	4107371		+	fieF	b3915	-	93
4107487	4107552	4108514	4108515	+	pfkA	b3916	-	1601
4107801			4107743	-	-	predicted RNA	antisense: pfkA	2183
4108257			4107853	-	-	predicted RNA	antisense: pfkA	2334
4108384			4108363	-	-	predicted RNA	antisense: pfkA	1855
4108558			4108538	-	-	predicted RNA	-	1935
	4108834	4109823		+	sbp	b3917	-	26
	4109930	4110685		+	cdh	b3918	-	14
4111554	4111507	4110740	4110740	-	tpiA	b3919	-	1915
4110744			4111023	+	-	predicted RNA	antisense: tpiA	2489
4111084			4111099	+	-	predicted RNA	antisense: tpiA	1833
4111153			4111373	+	-	predicted RNA	antisense: tpiA	2902
	4112214	4111615		-	yiiQ	b3920	-	13
	4112315	4112755		+	yiiR	b3921	-	20
	4112967	4113266		+	yiiS	b3922	-	157
	4113293	4113721		+	uspD	b3923	-	108
	4114472	4113726		-	fpr	b3924	-	109
	4115579	4114569		-	glpX	b3925	-	85
	4117222	4115714		-	glpK	b3926	-	19
	4118090	4117245		-	glpF	b3927	-	10
4118445	4118515	4118760	4118760	+	zapB	b3928	-	276
4119344	4119330	4118845	4118845	-	rraA	b3929	-	400
	4120349	4119423		-	menA	b3930	-	26
	4121747	4120416		-	hslU	b3931	-	172
	4122287	4121757		-	hslV	b3932	-	192
	4123339	4122380		-	ftsN	b3933	-	111
	4124456	4123431		-	cytR	b3934	-	39
	4126810	4124612		-	priA	b3935	-	32
4126932			4126969	+	-	predicted RNA	-	2598
	4127013	4127225		+	rpmE	b3936	-	152
4127226			4127139	-	-	predicted RNA	antisense: rpmE	1441
	4127894	4127286		-	yiiX	b3937	-	30
4128513	4128395	4128078	4128078	-	metJ	b3938	-	281
	4128672	4129832		+	metB	b3939	-	117
	4129835	4132267		+	metL	b3940	-	125
4132571	4132616	4133506	4133506	+	metF	b3941	-	450
4133807	4133835	4136015	4136015	+	katG	b3942	-	448
4136019			4135990	-	-	predicted RNA	antisense: katG	2108
	4136108	4137013		+	yijE	b3943	-	19
	4137657	4137040		-	yijF	b3944	-	1
4139045	4139035	4137932	4137932	-	gldA	b3945	-	230
	4139708	4139046		-	fsaB	b3946	-	16
	4142221	4139720		-	frwA	b3947	-	3
	4142530	4143609		+	frwC	b3949	-	3
	4143624	4143944		+	frwB	b3950	-	0
	4143995	4146292		+	pflD	b3951	-	10
	4146258	4147136		+	pflC	b3952	-	4
	4147138	4147479		+	frwD	b3953	-	0
	4148317	4147466		-	yijO	b3954	-	22
	4150265	4148532		-	eptC	b3955	-	107
4153173	4153098	4150447	4150447	-	ppc	b3956	-	778
4150509			4150534	+	-	predicted RNA	antisense: ppc	2033
4150697			4150713	+	-	predicted RNA	antisense: ppc	1920
4150814			4150832	+	-	predicted RNA	antisense: ppc	1901
4150957			4150972	+	-	predicted RNA	antisense: ppc	2220
4151167			4151197	+	-	predicted RNA	antisense: ppc	2069
4151546			4151568	+	-	predicted RNA	antisense: ppc	1903
4151790			4151809	+	-	predicted RNA	antisense: ppc	1849
4152929			4152972	+	-	predicted RNA	antisense: ppc	2260
	4154847	4153696		-	argE	b3957	-	132
4154909	4155001	4156005	4156012	+	argC	b3958	-	251
4156013	4156013	4156789	4156789	+	argB	b3959	-	301
4156844	4156850	4158223	4158223	+	argH	b3960	-	407
4158394			4158285	-	oxyS	b4458	-	0
	4158490	4159407		+	oxyR	b3961	-	196
	4160790	4159390		-	sthA	b3962	-	10
	4161124	4161771		+	fabR	b3963	-	117
	4161771	4162130		+	yijD	b3964	-	86
	4163270	4162170		-	trmA	b3965	-	65
	4163639	4165483		+	btuB	b3966	-	91
	4165428	4166285		+	murI	b3967	-	59
4166659			4168200	+	rrsB	b3968	-	12930
4168223			4166685	-	-	predicted RNA	antisense: rrsB	12684
4168372			4168447	+	gltT	b3969	-	56
4168641			4171544	+	rrlB	b3970	-	123876
4171535			4168670	-	-	predicted RNA	antisense: rrlB	132873
4171637			4171756	+	rrfB	b3971	-	204
	4172057	4173085		+	murB	b3972	-	73
	4173082	4174047		+	birA	b3973	-	57
	4175026	4174076		-	coaA	b3974	-	27
4175388			4175463	+	thrU	b3976	-	1315
4175472			4175556	+	tyrU	b3977	-	990
4175673			4175747	+	glyT	b3978	-	1559
4175754			4175829	+	thrT	b3979	-	1299
4175830	4175944	4177128	4177128	+	tufB	b3980	-	6246
4177261	4177358	4177741	4177742	+	secE	b3981	-	933
4177743	4177743	4178288	4178288	+	nusG	b3982	-	642
4178370	4178447	4178875	4178878	+	rplK	b3983	-	3690
4178879	4178879	4179583	4179583	+	rplA	b3984	-	3586
4179584	4179996	4180493	4180495	+	rplJ	b3985	-	2994
4180496	4180560	4180925	4180934	+	rplL	b3986	-	2068
4181065	4181245	4185273	4185273	+	rpoB	b3987	-	1106
4185350	4185350	4189573	4189573	+	rpoC	b3988	-	1401
	4189786	4190325		+	yjaZ	b3989	-	2
4190487			4190327	-	sroH	b4691	-	0
	4191868	4190735		-	thiH	b3990	-	142
	4192635	4191865		-	thiG	b3991	-	174
	4192837	4192637	4192636	-	thiS	b4407	-	257
	4193576	4192821		-	thiF	b3992	-	243
	4194204	4193569		-	thiE	b3993	-	274
4196099	4196099	4194204		-	thiC	b3994	-	246
	4196808	4196332		-	rsd	b3995	-	44
	4196903	4197676		+	nudC	b3996	-	120
	4197716	4198780		+	hemE	b3997	-	167
	4198790	4199461		+	nfi	b3998	-	83
	4199504	4200094		+	yjaG	b3999	-	37
4200187	4200281	4200553	4200553	+	hupA	b4000	-	599
4200512			4200432	-	-	predicted RNA	antisense: hupA	1933
	4200566	4201261		+	yjaH	b4001	-	26
	4201688	4201263		-	zraP	b4002	-	14
	4201926	4203323		+	zraS	b4003	-	11
	4203320	4204645		+	zraR	b4004	-	51
4205940	4205931	4204642	4204642	-	purD	b4005	-	260
4207553	4207532	4205943	4205943	-	purH	b4006	-	327
4208147			4209688	+	rrsE	b4007	-	12747
4209685			4208184	-	-	predicted RNA	antisense: rrsE	13216
4209774			4209849	+	gltV	b4008	-	43
4210043			4212946	+	rrlE	b4009	-	123492
4212938			4210069	-	-	predicted RNA	antisense: rrlE	133068
4213040			4213159	+	rrfE	b4010	-	194
	4213234	4213617		+	yjaA	b4011	-	3
	4214123	4213680		-	yjaB	b4012	-	40
4214254	4214280	4215209	4215209	+	metA	b4013	-	358
4215413	4215478	4217079	4217100	+	aceB	b4014	-	616
4215642			4215624	-	-	predicted RNA	antisense: aceB	1967
4217109	4217109	4218413	4218413	+	aceA	b4015	-	450
	4218596	4220332		+	aceK	b4016	-	33
	4222487	4220301		-	arpA	b4017	-	0
	4223628	4222804		-	iclR	b4018	-	82
	4223828	4227511		+	metH	b4019	-	153
	4227731	4229362		+	yjbB	b4020	-	14
	4230142	4229453		-	pepE	b4021	-	157
	4230354	4231226		+	rluF	b4022	-	57
	4231631	4231359		-	yjbD	b4023	-	31
4233519	4233233	4231884	4231884	-	lysC	b4024	-	405
4233749	4233758	4235407	4235407	+	pgi	b4025	-	681
	4235906	4236148		+	yjbE	b4026	-	0
	4236262	4236900		+	yjbF	b4027	-	2
	4236897	4237634		+	yjbG	b4028	-	3
	4237634	4239730		+	yjbH	b4029	-	3
	4240055	4239777		-	yjbT	b4620	-	0
	4240325	4240735		+	psiE	b4030	-	17
	4242254	4240779		-	xylE	b4031	-	3
	4243516	4242626		-	malG	b4032	-	7
	4245075	4243531		-	malF	b4033	-	8
	4246419	4245229		-	malE	b4034	-	12
	4246784	4247899		+	malK	b4035	-	7
	4247971	4249311		+	lamB	b4036	-	8
	4249554	4250474		+	malM	b4037	-	18
	4252506	4253003		+	ubiC	b4039	-	45
	4253016	4253888		+	ubiA	b4040	-	56
	4256466	4254043		-	plsB	b4041	-	129
	4256637	4257005		+	dgkA	b4042	-	117
	4257115	4257723		+	lexA	b4043	-	177
	4257742	4259121		+	dinF	b4044	-	19
	4259237	4259446		+	yjbJ	b4045	-	32
	4260003	4259488		-	zur	b4046	-	57
	4260321	4260575		+	yjbL	b4047	-	0
	4260599	4261306		+	yjbM	b4048	-	1
	4261669	4262706		+	dusA	b4049	-	60
	4262840	4263082		+	pspG	b4050	-	10
	4264231	4263248		-	qorA	b4051	-	93
	4264314	4265729		+	dnaB	b4052	-	102
	4265782	4266861		+	alr	b4053	-	76
	4267114	4268307		+	tyrB	b4054	-	153
	4269012	4268809		-	yjbS	b4621	-	0
	4269414	4270127		+	aphA	b4055	-	11
4270229	4270238	4270654	4270654	+	yjbQ	b4056	-	368
	4270658	4271014		+	yjbR	b4057	-	97
	4273871	4271049		-	uvrA	b4058	-	68
	4274125	4274661		+	ssb	b4059	-	179
	4275041	4274760		-	yjcB	b4060	-	13
	4275471	4277057		+	yjcC	b4061	-	1
	4277383	4277060		-	soxS	b4062	-	24
	4277469	4277933		+	soxR	b4063	-	8
4278066			4277927	-	ryjA	b4459	-	0
4278479	4278479	4279828	4279828	+	ghxP	b4064	-	291
	4279980	4281629		+	yjcE	b4065	-	64
	4283075	4281783		-	yjcF	b4066	-	0
	4284902	4283253		-	actP	b4067	-	1
	4285213	4284899		-	yjcH	b4068	-	7
	4287371	4285413		-	acs	b4069	-	2
4287764	4287764	4289200	4289205	+	nrfA	b4070	-	220
4289214	4289245	4289811		+	nrfB	b4071	-	262
	4289808	4290479		+	nrfC	b4072	-	211
	4290476	4291432		+	nrfD	b4073	-	177
	4291512	4293170		+	nrfE	b4074	-	22
	4293163	4293546		+	nrfF	b4075	-	23
	4293543	4294139		+	nrfG	b4076	-	15
	4294481	4295794		+	gltP	b4077	-	155
	4297125	4296436		-	yjcO	b4078	-	36
4299386	4299366	4297219	4297219	-	fdhF	b4079	-	220
	4301030	4299564		-	mdtP	b4080	-	1
	4303078	4301027		-	mdtO	b4081	-	3
	4304109	4303078		-	mdtN	b4082	-	1
	4304403	4304128		-	ytcA	b4622	-	0
	4306597	4304612		-	yjcS	b4083	-	1
	4307799	4306870		-	alsK	b4084	-	6
	4308478	4307783		-	alsE	b4085	-	9
	4309469	4308489		-	alsC	b4086	-	1
	4310980	4309448		-	alsA	b4087	-	0
	4312042	4311107		-	alsB	b4088	-	9
	4312991	4312101		-	alsR	b4089	-	27
	4313350	4313799		+	rpiB	b4090	-	23
	4313868	4314197		+	yjdP	b4487	-	39
	4315102	4314344		-	phnP	b4092	-	11
	4315538	4315104		-	phnO	b4093	-	16
	4316082	4315525		-	phnN	b4094	-	5
	4317218	4316082		-	phnM	b4095	-	5
	4317895	4317215		-	phnL	b4096	-	5
	4318764	4318006		-	phnK	b4097	-	5
	4319606	4318761		-	phnJ	b4098	-	3
	4320663	4319599		-	phnI	b4099	-	1
	4321247	4320663		-	phnH	b4100	-	1
	4321696	4321244		-	phnG	b4101	-	0
	4322422	4321697		-	phnF	b4102	-	3
	4324352	4323336		-	phnD	b4105	-	1
	4325165	4324377		-	phnC	b4106	-	3
	4325741	4325298		-	yjdN	b4107	-	0
	4326734	4326399		-	yjdM	b4108	-	56
	4327135	4329363		+	crfC	b4109	-	4
	4329360	4330238		+	yjcZ	b4110	-	4
	4330502	4332004		+	proP	b4111	-	91
	4332116	4332205		+	pmrR	b4703	-	102
	4333272	4332181		-	basS	b4112	-	53
	4333950	4333282		-	basR	b4113	-	86
	4335590	4333947		-	eptA	b4114	-	42
	4337031	4335694		-	adiC	b4115	-	39
	4337929	4337168		-	adiY	b4116	-	17
	4340521	4338254		-	adiA	b4117	-	9
	4341628	4340720		-	melR	b4118	-	10
	4341911	4343266		+	melA	b4119	-	5
	4343369	4344790		+	melB	b4120	-	8
	4345558	4344929		-	yjdF	b4121	-	16
	4347326	4345680		-	fumB	b4122	-	97
	4348744	4347404		-	dcuB	b4123	-	147
	4350034	4349315		-	dcuR	b4124	-	30
	4351662	4350031		-	dcuS	b4125	-	20
	4351843	4352073		+	yjdI	b4126	-	31
	4352085	4352357		+	yjdJ	b4127	-	58
	4352584	4352880		+	ghoS	b4128	-	10
	4352908	4353081		+	ghoT	b4559	-	0
	4354717	4353200		-	lysU	b4129	-	37
	4356411	4354954		-	dtpC	b4130	-	4
	4358617	4356470		-	cadA	b4131	-	2
	4360031	4358697		-	cadB	b4132	-	1
	4361934	4360396		-	cadC	b4133	-	1
4362626			4362551	-	pheU	b4134	-	0
	4363308	4362733		-	yjdC	b4135	-	125
	4365042	4363345		-	dsbD	b4136	-	52
	4365356	4365018		-	cutA	b4137	-	16
4366773	4366773	4365472	4365472	-	dcuA	b4138	-	315
	4368327	4366891		-	aspA	b4139	-	64
	4368664	4369140		+	fxsA	b4140	-	19
	4370412	4369156		-	yjeH	b4141	-	26
4370626	4370688	4370981	4371024	+	groS	b4142	-	1450
4371158			4370953	-	-	predicted RNA	antisense: groL groS	1917
4371025	4371025	4372671	4372671	+	groL	b4143	-	1624
4371315			4371277	-	-	predicted RNA	antisense: groL	3207
4371724			4371404	-	-	predicted RNA	antisense: groL	2383
4371801			4371789	-	-	predicted RNA	antisense: groL	1954
4371894			4371882	-	-	predicted RNA	antisense: groL	2037
4372271			4371989	-	-	predicted RNA	antisense: groL	1902
4372689			4372446	-	-	predicted RNA	antisense: groL	2491
4372771	4372809	4373162	4373162	+	yjeI	b4144	-	430
	4374234	4373365		-	yjeJ	b4145	-	44
	4375657	4374629		-	epmB	b4146	-	32
4375678	4375699	4376265	4376265	+	efp	b4147	-	575
4376257			4376242	-	-	predicted RNA	antisense: efp	1939
	4376317	4376442		+	ecnA	b4410	-	10
	4376553	4376699		+	ecnB	b4411	-	4
	4376875	4377192		+	sugE	b4148	-	53
	4377722	4377189		-	blc	b4149	-	12
	4378944	4377811		-	ampC	b4150	-	11
4379366	4379366	4379007	4379007	-	frdD	b4151	-	209
	4379772	4379377		-	frdC	b4152	-	155
	4380517	4379783	4379773	-	frdB	b4153	-	359
4382318	4382318	4380510		-	frdA	b4154	-	510
	4382643	4383620		+	epmA	b4155	-	18
	4383839	4385341		+	yjeM	b4156	-	2
	4385393	4385707		+	yjeN	b4157	-	0
	4385704	4386018		+	yjeO	b4158	-	8
	4389370	4386047		-	mscM	b4159	-	19
	4390360	4389392		-	psd	b4160	-	160
	4391509	4390457		-	rsgA	b4161	-	124
	4391604	4392149		+	orn	b4162	-	52
4392360			4392435	+	glyV	b4163	-	199
4392472			4392547	+	glyX	b4164	-	99
4392583			4392658	+	glyY	b4165	-	149
	4392892	4392945		+	yjeV	b4670	-	0
	4394067	4392928		-	queG	b4166	-	37
	4394066	4395613		+	nnr	b4167	-	90
	4395585	4396046		+	tsaE	b4168	-	84
	4396065	4397402		+	amiB	b4169	-	79
	4397412	4399259		+	mutL	b4170	-	33
	4399252	4400202	4400206	+	miaA	b4171	-	401
4400207	4400288	4400596	4400596	+	hfq	b4172	-	662
4400672	4400672	4401952	4401952	+	hflX	b4173	-	285
4401953	4402038	4403297	4403299	+	hflK	b4174	-	360
4403300	4403300	4404304	4404304	+	hflC	b4175	-	250
	4404386	4404583		+	yjeT	b4176	-	12
4404675	4404687	4405985	4405985	+	purA	b4177	-	1330
4405001			4404930	-	-	predicted RNA	antisense: purA	2321
4405152			4405102	-	-	predicted RNA	antisense: purA	2447
4405551			4405485	-	-	predicted RNA	antisense: purA	3229
4405643			4405624	-	-	predicted RNA	antisense: purA	2243
4405799			4405743	-	-	predicted RNA	antisense: purA	2273
4405954			4405903	-	-	predicted RNA	antisense: purA	1838
	4406190	4406615		+	nsrR	b4178	-	72
	4406654	4409095		+	rnr	b4179	-	115
	4409275	4410006		+	rlmB	b4180	-	62
	4410133	4410534		+	yjfI	b4181	-	0
	4410553	4411251		+	yjfJ	b4182	-	1
	4411302	4411961		+	yjfK	b4183	-	1
	4411979	4412377		+	yjfL	b4184	-	3
	4412387	4413025		+	yjfM	b4185	-	2
	4413028	4414191		+	yjfC	b4186	-	2
	4414275	4415900		+	aidB	b4187	-	125
	4416292	4416017		-	yjfN	b4188	-	29
	4416770	4416441		-	bsmA	b4189	-	22
	4416952	4417701		+	yjfP	b4190	-	24
	4418453	4417698		-	ulaR	b4191	-	21
	4419625	4418561		-	ulaG	b4192	-	17
	4419980	4421377		+	ulaA	b4193	-	6
	4421393	4421698		+	ulaB	b4194	-	12
	4421708	4422172		+	ulaC	b4195	-	5
	4422186	4422836		+	ulaD	b4196	-	11
	4422846	4423700		+	ulaE	b4197	-	10
	4423700	4424386		+	ulaF	b4198	-	13
	4424791	4424516		-	yjfY	b4199	-	0
4425037	4425118	4425513	4425519	+	rpsF	b4200	-	1118
4425421			4425231	-	-	predicted RNA	antisense: rpsF	2352
4425524			4425490	-	-	predicted RNA	antisense: rpsF priB	2439
4425520	4425520	4425834	4425838	+	priB	b4201	-	1625
4425738			4425709	-	-	predicted RNA	antisense: priB	1973
4425839	4425839	4426066	4426107	+	rpsR	b4202	-	1312
4426037			4425924	-	-	predicted RNA	antisense: rpsR	2110
4426108	4426108	4426557	4426557	+	rplI	b4203	-	1114
4426136			4426110	-	-	predicted RNA	antisense: rplI	2231
4426312			4426289	-	-	predicted RNA	antisense: rplI	2195
4426399			4426364	-	-	predicted RNA	antisense: rplI	2383
4426570			4426508	-	-	predicted RNA	antisense: rplI	2193
	4427422	4426628		-	yjfZ	b4204	-	5
	4428717	4428079		-	ytfB	b4206	-	69
4428934	4428935	4429555	4429555	+	fklB	b4207	-	283
	4429864	4431276		+	cycA	b4208	-	133
	4431983	4431321		-	ytfE	b4209	-	18
	4433056	4432091		-	ytfF	b4210	-	4
	4434024	4433164		-	qorB	b4211	-	25
	4434113	4434493		+	ytfH	b4212	-	30
	4436565	4434622		-	cpdB	b4213	-	37
	4436755	4437495		+	cysQ	b4214	-	72
	4437707	4438645		+	ytfI	b4215	-	2
	4439262	4438708		-	ytfJ	b4216	-	7
	4439587	4439793		+	ytfK	b4217	-	2
	4441215	4439872		-	ytfL	b4218	-	25
	4442176	4441538		-	msrA	b4219	-	88
	4442382	4444115		+	tamA	b4220	-	30
	4444112	4447891		+	tamB	b4221	-	43
	4447894	4448235		+	ytfP	b4222	-	68
	4448447	4448698		+	chpS	b4224	-	35
	4448692	4449042		+	chpB	b4225	-	15
4449673	4449652	4449122	4449122	-	ppa	b4226	-	752
4449270			4449331	+	-	predicted RNA	antisense: ppa	1865
4449428			4449452	+	-	predicted RNA	antisense: ppa	2057
	4449962	4450918		+	ytfQ	b4227	-	7
	4451058	4452560		+	ytfR	b4485	-	1
	4452571	4453596		+	ytfT	b4230	-	7
	4453583	4454578		+	yjfF	b4231	-	8
	4455609	4454611		-	fbp	b4232	-	107
	4455785	4457158		+	mpl	b4233	-	161
	4457865	4457314		-	yjgA	b4234	-	56
	4457959	4459311		+	pmbA	b4235	-	108
	4460364	4459900		-	nrdG	b4237	-	28
	4462660	4460522		-	nrdD	b4238	-	82
	4464709	4463054		-	treC	b4239	-	6
	4466180	4464759		-	treB	b4240	-	8
	4467246	4466299		-	treR	b4241	-	17
	4467431	4467484		+	mgtL	b4702	-	0
	4467625	4470321		+	mgtA	b4242	-	40
4470430			4470464	+	-	predicted RNA	-	2145
4470985	4470913	4470527	4470527	-	ridA	b4243	-	2097
4470531			4470725	+	-	predicted RNA	antisense: ridA	3395
4470844			4470865	+	-	predicted RNA	antisense: ridA	1821
4470961			4472214	+	-	predicted RNA	antisense: pyrI pyrB	3567
4471459	4471447	4470986	4470986	-	pyrI	b4244	-	3111
4472398	4472395	4471460	4471460	-	pyrB	b4245	-	3468
4472533	4472533	4472399	4472399	-	pyrL	b4246	-	440
	4473209	4472814		-	yjgH	b4248	-	18
	4474053	4473340		-	bdcA	b4249	-	5
	4474124	4474717		+	bdcR	b4251	-	0
	4474862	4475314		+	tabA	b4252	-	115
	4475437	4477251		+	yjgL	b4253	-	2
4478320	4478311	4477307	4477307	-	argI	b4254	-	248
4478463	4478473	4478889	4478889	+	rraB	b4255	-	362
	4479537	4479034		-	yjgM	b4256	-	28
	4479730	4480926		+	yjgN	b4257	-	1
	4483837	4480982	4480982	-	valS	b4258	-	404
	4484280	4483837		-	holC	b4259	-	155
4485951	4485951	4484440	4484440	-	pepA	b4260	-	341
	4486218	4487318		+	lptF	b4261	-	116
	4487318	4488400		+	lptG	b4262	-	96
	4490063	4488561		-	yjgR	b4263	-	50
	4491139	4490141		-	idnR	b4264	-	20
	4492525	4491206		-	idnT	b4265	-	5
	4493351	4492587		-	idnO	b4266	-	1
	4494406	4493375		-	idnD	b4267	-	1
	4494623	4495186		+	idnK	b4268	-	7
	4496209	4495190		-	ahr	b4269	-	82
4496405			4496489	+	leuX	b4270	-	0
	4498272	4498637		+	insC1	b4272	-	45
	4498595	4499500		+	insD1	b4273	-	30
	4501260	4501589		+	yjgZ	b4277	-	0
	4503431	4502103		-	insG	b4278	-	14
	4504058	4505275		+	yjhB	b4279	-	1
	4505287	4506405		+	yjhC	b4280	-	3
	4506448	4506573		+	ythA	b4655	-	21
	4508617	4507466		-	insI1	b4284	-	24
	4511457	4510690		-	fecE	b4287	-	6
	4512414	4511458		-	fecD	b4288	-	7
	4513409	4512411		-	fecC	b4289	-	3
	4514308	4513406		-	fecB	b4290	-	4
	4516677	4514353		-	fecA	b4291	-	4
	4517717	4516764		-	fecR	b4292	-	5
	4518235	4517714		-	fecI	b4293	-	5
	4518527	4518802		+	insA	b4294	-	2
	4520324	4519338		-	yjhU	b4295	-	117
	4522020	4520671		-	yjhF	b4296	-	8
	4524094	4522127		-	yjhG	b4297	-	12
	4525010	4524105		-	yjhH	b4298	-	11
	4525803	4525015		-	yjhI	b4299	-	1
	4526888	4526106		-	sgcR	b4300	-	6
	4527537	4526905		-	sgcE	b4301	-	12
	4527980	4527549		-	sgcA	b4302	-	14
4527977			4528066	+	ryjB	b4624	-	3
	4528917	4528111		-	sgcQ	b4303	-	18
	4530243	4528930		-	sgcC	b4304	-	6
	4530533	4530255		-	sgcB	b4565	-	0
	4531651	4530530		-	sgcX	b4305	-	11
	4533183	4532437		-	yjhP	b4306	-	10
	4533784	4533239		-	yjhQ	b4307	-	9
	4534053	4533796		-	yjhX	b4566	-	0
	4537594	4536614		-	nanS	b4309	-	4
	4538765	4537659		-	nanM	b4310	-	6
	4539501	4538785		-	nanC	b4311	-	3
	4540957	4541559		+	fimB	b4312	-	18
	4542037	4542633		+	fimE	b4313	-	0
4542994	4543115	4543663	4543663	+	fimA	b4314	-	5033
4543692			4543188	-	-	predicted RNA	antisense: fimA	6117
4543664	4543728	4544267	4544267	+	fimI	b4315	-	521
	4544304	4545029		+	fimC	b4316	-	118
	4545096	4547732		+	fimD	b4317	-	74
	4547742	4548272		+	fimF	b4318	-	49
	4548285	4548788		+	fimG	b4319	-	68
	4548808	4549710		+	fimH	b4320	-	78
	4551296	4549953		-	gntP	b4321	-	7
	4551636	4552820		+	uxuA	b4322	-	7
	4552901	4554361		+	uxuB	b4323	-	9
	4554576	4555349		+	uxuR	b4324	-	30
	4556320	4555490		-	yjiC	b4325	-	0
	4556993	4557385		+	iraD	b4326	-	41
	4558289	4557378		-	hypT	b4327	-	25
	4559526	4558354		-	iadA	b4328	-	153
	4560000	4559539		-	yjiG	b4329	-	80
	4560680	4559997		-	yjiH	b4330	-	106
	4560930	4561484		+	kptA	b4331	-	2
	4562675	4561497		-	yjiJ	b4332	-	7
	4563603	4562743		-	yjiK	b4333	-	4
	4564689	4563922		-	yjiL	b4334	-	77
	4565850	4564699		-	yjiM	b4335	-	171
	4567246	4565966		-	yjiN	b4336	-	9
	4568519	4567287		-	mdtM	b4337	-	15
	4571574	4570162		-	yjiR	b4340	-	11
	4571751	4571915		+	yjiS	b4341	-	0
	4577958	4576912		-	mcrC	b4345	-	8
	4579337	4577958		-	mcrB	b4346	-	8
	4579840	4579499		-	symE	b4347	-	0
4579835			4579911	+	symR	b4625	-	0
	4581462	4580068		-	hsdS	b4348	-	14
	4583048	4581459		-	hsdM	b4349	-	86
	4586761	4583249		-	hsdR	b4350	-	45
	4586949	4587863		+	mrr	b4351	-	45
	4588865	4587909		-	yjiA	b4352	-	62
	4589079	4588876		-	yjiX	b4353	-	69
	4591279	4589129		-	yjiY	b4354	-	71
	4591657	4593312		+	tsr	b4355	-	9
	4594722	4593361		-	lgoT	b4356	-	5
	4595851	4594937		-	lgoR	b4357	-	7
	4595990	4597012		+	lgoD	b4358	-	0
	4599441	4597150		-	opgB	b4359	-	16
	4600189	4599695		-	yjjA	b4360	-	35
	4600975	4600238		-	dnaC	b4361	-	40
	4601517	4600978		-	dnaT	b4362	-	45
	4602097	4601624		-	yjjB	b4363	-	14
	4602858	4602088		-	yjjP	b4364	-	10
	4603477	4604202		+	yjjQ	b4365	-	5
	4604160	4604837		+	bglJ	b4366	-	0
	4605663	4604875		-	fhuF	b4367	-	6
	4605804	4606040		+	yjjZ	b4567	-	1
4606165			4606079	-	leuV	b4368	-	225
4606286			4606200	-	leuP	b4369	-	247
4606401			4606315	-	leuQ	b4370	-	269
	4607700	4606669		-	rsmC	b4371	-	63
	4607803	4608216		+	holD	b4372	-	107
	4608185	4608631		+	rimI	b4373	-	95
	4608646	4609323		+	yjjG	b4374	-	51
	4609414	4611003		+	prfC	b4375	-	153
	4611396	4612001		+	osmY	b4376	-	48
	4612128	4612289		+	ytjA	b4568	-	0
	4612411	4613484		+	yjjU	b4377	-	187
	4613481	4614260		+	yjjV	b4378	-	147
	4615543	4614680		-	yjjW	b4379	-	53
	4617065	4615515		-	yjjI	b4380	-	71
	4617323	4618102		+	deoC	b4381	-	91
	4618229	4619551		+	deoA	b4382	-	76
	4619603	4620826		+	deoB	b4383	-	195
4620883	4620883	4621602	4621602	+	deoD	b4384	-	291
	4621769	4623100		+	yjjJ	b4385	-	35
